Date,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches,Events,Alerta_Consumo_Critico,Alerta_Temp_Extrema
2018-12-04,8.0,6.3,89.0,19.0,19.3,101.16,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,8.0,6.3,89.0,19.0,19.3,101.16,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,8.0,6.3,89.0,19.0,19.3,101.16,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,8.0,6.3,89.0,19.0,19.3,101.16,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.1,7.7,85.0,17.0,24.1,101.06,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.1,7.7,85.0,17.0,24.1,101.06,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.1,7.7,85.0,17.0,24.1,101.06,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.1,7.7,85.0,17.0,24.1,101.06,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.5,8.3,81.0,19.0,24.1,100.92,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.5,8.3,81.0,19.0,24.1,100.92,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.5,8.3,81.0,19.0,24.1,100.92,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.5,8.3,81.0,19.0,24.1,100.92,Mostly Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.9,8.4,79.0,17.0,24.1,100.84,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.9,8.4,79.0,17.0,24.1,100.84,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.9,8.4,79.0,17.0,24.1,100.84,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.9,8.4,79.0,17.0,24.1,100.84,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.3,8.1,81.0,24.0,24.1,100.74,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.3,8.1,81.0,24.0,24.1,100.74,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.3,8.1,81.0,24.0,24.1,100.74,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.3,8.1,81.0,24.0,24.1,100.74,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.0,7.9,81.0,24.0,24.1,100.66,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.0,7.9,81.0,24.0,24.1,100.66,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.0,7.9,81.0,24.0,24.1,100.66,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,11.0,7.9,81.0,24.0,24.1,100.66,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,7.9,83.0,24.0,19.3,100.64,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,7.9,83.0,24.0,19.3,100.64,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,7.9,83.0,24.0,19.3,100.64,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,7.9,83.0,24.0,19.3,100.64,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.8,8.1,83.0,30.0,25.0,100.55,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.8,8.1,83.0,30.0,25.0,100.55,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.8,8.1,83.0,30.0,25.0,100.55,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.8,8.1,83.0,30.0,25.0,100.55,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.2,85.0,32.0,25.0,100.5,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.2,85.0,32.0,25.0,100.5,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.2,85.0,32.0,25.0,100.5,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.2,85.0,32.0,25.0,100.5,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.4,86.0,7.0,25.0,100.57,Rain Showers,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.4,86.0,7.0,25.0,100.57,Rain Showers,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.4,86.0,7.0,25.0,100.57,Rain Showers,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.7,8.4,86.0,7.0,25.0,100.57,Rain Showers,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.9,9.1,95.0,15.0,12.9,100.53,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.9,9.1,95.0,15.0,12.9,100.53,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.9,9.1,95.0,15.0,12.9,100.53,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.9,9.1,95.0,15.0,12.9,100.53,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.4,9.7,95.0,9.0,6.4,100.56,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.4,9.7,95.0,9.0,6.4,100.56,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.4,9.7,95.0,9.0,6.4,100.56,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,10.4,9.7,95.0,9.0,6.4,100.56,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.8,9.3,97.0,6.0,12.9,100.57,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.8,9.3,97.0,6.0,12.9,100.57,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.8,9.3,97.0,6.0,12.9,100.57,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.8,9.3,97.0,6.0,12.9,100.57,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.7,9.1,96.0,19.0,9.7,100.63,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.7,9.1,96.0,19.0,9.7,100.63,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.7,9.1,96.0,19.0,9.7,100.63,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,9.7,9.1,96.0,19.0,9.7,100.63,Rain,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-04,3.7,1.3,84.0,13.0,25.0,101.92,Cloudy,2807.68,1536.17,198.94,1.2,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.5,8.0,90.0,19.0,12.9,100.56,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.5,8.0,90.0,19.0,12.9,100.56,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.5,8.0,90.0,19.0,12.9,100.56,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.0,7.3,89.0,30.0,16.1,100.45,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.0,7.3,89.0,30.0,16.1,100.45,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.0,7.3,89.0,30.0,16.1,100.45,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,9.0,7.3,89.0,30.0,16.1,100.45,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,8.7,7.1,90.0,24.0,16.1,100.5,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,8.7,7.1,90.0,24.0,16.1,100.5,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,8.7,7.1,90.0,24.0,16.1,100.5,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,8.7,7.1,90.0,24.0,16.1,100.5,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.8,6.7,93.0,24.0,9.7,100.53,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.8,6.7,93.0,24.0,9.7,100.53,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.8,6.7,93.0,24.0,9.7,100.53,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.8,6.7,93.0,24.0,9.7,100.53,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.2,4.8,85.0,15.0,25.0,100.55,Mainly Clear,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.2,4.8,85.0,15.0,25.0,100.55,Mainly Clear,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.2,4.8,85.0,15.0,25.0,100.55,Mainly Clear,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,7.2,4.8,85.0,15.0,25.0,100.55,Mainly Clear,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,6.6,4.1,84.0,17.0,25.0,100.62,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,6.6,4.1,84.0,17.0,25.0,100.62,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,6.6,4.1,84.0,17.0,25.0,100.62,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,6.6,4.1,84.0,17.0,25.0,100.62,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.7,2.7,81.0,24.0,25.0,100.68,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.7,2.7,81.0,24.0,25.0,100.68,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.7,2.7,81.0,24.0,25.0,100.68,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.7,2.7,81.0,24.0,25.0,100.68,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.2,0.4,71.0,30.0,25.0,100.74,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.2,0.4,71.0,30.0,25.0,100.74,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.2,0.4,71.0,30.0,25.0,100.74,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,5.2,0.4,71.0,30.0,25.0,100.74,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,4.2,-0.5,71.0,26.0,24.1,100.85,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,4.2,-0.5,71.0,26.0,24.1,100.85,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,4.2,-0.5,71.0,26.0,24.1,100.85,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,4.2,-0.5,71.0,26.0,24.1,100.85,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,3.6,-1.5,69.0,26.0,24.1,100.95,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,3.6,-1.5,69.0,26.0,24.1,100.95,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,3.6,-1.5,69.0,26.0,24.1,100.95,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,3.6,-1.5,69.0,26.0,24.1,100.95,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-05,2.1,-1.8,75.0,28.0,19.3,101.09,"Rain Showers,Snow Showers",2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.1,-1.8,75.0,28.0,19.3,101.09,"Rain Showers,Snow Showers",2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.1,-1.8,75.0,28.0,19.3,101.09,"Rain Showers,Snow Showers",2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.1,-1.8,75.0,28.0,19.3,101.09,"Rain Showers,Snow Showers",2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.2,-2.5,71.0,30.0,24.1,101.17,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.2,-2.5,71.0,30.0,24.1,101.17,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.2,-2.5,71.0,30.0,24.1,101.17,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,2.2,-2.5,71.0,30.0,24.1,101.17,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.1,-4.8,65.0,26.0,24.1,101.23,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.1,-4.8,65.0,26.0,24.1,101.23,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.1,-4.8,65.0,26.0,24.1,101.23,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.1,-4.8,65.0,26.0,24.1,101.23,Snow Showers,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.3,-7.0,54.0,30.0,24.1,101.29,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.3,-7.0,54.0,30.0,24.1,101.29,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.3,-7.0,54.0,30.0,24.1,101.29,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,1.3,-7.0,54.0,30.0,24.1,101.29,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.8,-6.7,57.0,35.0,24.1,101.34,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.8,-6.7,57.0,35.0,24.1,101.34,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.8,-6.7,57.0,35.0,24.1,101.34,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.8,-6.7,57.0,35.0,24.1,101.34,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.1,-7.6,56.0,26.0,24.1,101.47,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.1,-7.6,56.0,26.0,24.1,101.47,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.1,-7.6,56.0,26.0,24.1,101.47,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,0.1,-7.6,56.0,26.0,24.1,101.47,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.4,-9.4,51.0,30.0,24.1,101.58,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.4,-9.4,51.0,30.0,24.1,101.58,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.4,-9.4,51.0,30.0,24.1,101.58,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.4,-9.4,51.0,30.0,24.1,101.58,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.7,-8.3,56.0,30.0,25.0,101.66,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.7,-8.3,56.0,30.0,25.0,101.66,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.7,-8.3,56.0,30.0,25.0,101.66,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.7,-8.3,56.0,30.0,25.0,101.66,Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.8,-8.0,58.0,22.0,25.0,101.76,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.8,-8.0,58.0,22.0,25.0,101.76,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.8,-8.0,58.0,22.0,25.0,101.76,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-0.8,-8.0,58.0,22.0,25.0,101.76,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.0,-8.5,57.0,28.0,25.0,101.84,Snow,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.0,-8.5,57.0,28.0,25.0,101.84,Snow,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.0,-8.5,57.0,28.0,25.0,101.84,Snow,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.0,-8.5,57.0,28.0,25.0,101.84,Snow,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.4,-8.6,58.0,19.0,25.0,101.88,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.4,-8.6,58.0,19.0,25.0,101.88,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.4,-8.6,58.0,19.0,25.0,101.88,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.4,-8.6,58.0,19.0,25.0,101.88,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.9,-8.7,60.0,24.0,25.0,101.93,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.9,-8.7,60.0,24.0,25.0,101.93,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.9,-8.7,60.0,24.0,25.0,101.93,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.9,-8.7,60.0,24.0,25.0,101.93,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.6,-9.5,55.0,26.0,25.0,102.01,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.6,-9.5,55.0,26.0,25.0,102.01,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.6,-9.5,55.0,26.0,25.0,102.01,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.6,-9.5,55.0,26.0,25.0,102.01,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.8,-9.7,55.0,20.0,25.0,102.07,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.8,-9.7,55.0,20.0,25.0,102.07,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.8,-9.7,55.0,20.0,25.0,102.07,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,-1.8,-9.7,55.0,20.0,25.0,102.07,Mostly Cloudy,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-05,9.5,8.0,90.0,19.0,12.9,100.56,Rain,2486.63,1145.52,385.96999999999997,1.02,,,,,,,,,,,,,,,,,,,,,0,0
2018-12-06,-2.1,-9.7,56.0,20.0,25.0,102.1,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.1,-9.7,56.0,20.0,25.0,102.1,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.1,-9.7,56.0,20.0,25.0,102.1,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.3,-9.3,59.0,17.0,25.0,102.12,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.3,-9.3,59.0,17.0,25.0,102.12,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.3,-9.3,59.0,17.0,25.0,102.12,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.3,-9.3,59.0,17.0,25.0,102.12,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.9,-9.4,61.0,17.0,25.0,102.21,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.9,-9.4,61.0,17.0,25.0,102.21,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
2018-12-06,-2.9,-9.4,61.0,17.0,25.0,102.21,Mostly Cloudy,2791.67,1271.21,196.62,1.16,,,,,,,,,,,,,,,,,,,,,0,1
